name,ttm,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992
			DeferredIncomeTax,"957,000,000","357,000,000","131,000,000","46,000,000","423,000,000","302,000,000","142,000,000","278,000,000","369,000,000","529,000,000","141,000,000","490,000,000","-713,000,000","173,000,000","174,000,000","374,000,000","435,000,000","-97,000,000","277,000,000","-181,000,000","-147,000,000","-3,602,000,000","309,000,000","255,000,000","161,000,000","-38,000,000","-267,000,000","-26,000,000","374,000,000","48,000,000","98,000,000","183,000,000","-322,000,000","255,000,000","-14,000,000","277,000,000","69,000,000","-234,000,000","294,000,000","70,000,000","1,000,000","19,000,000","25,000,000","-61,000,000","-23,000,000","224,000,000","48,000,000","53,000,000","90,000,000","117,000,000","8,000,000","28,000,000","85,000,000","106,700,000","71,900,000","63,700,000","-24,300,000","120,100,213","-42,000,213","61,699,414","118,300,586","6,300,825","-36,800,029","5,599,727","65,699,954","31,700,812","-4,599,956","-49,700,110","1,599,720","67,599,198","-44,500,033","47,900,251","37,100,363","-61,999,725","-7,300,491","32,999,475","49,000,525","-42,299,083","4,599,744","115,499,344","8,000,588","-113,099,402","41,000,394","3,099,096","4,300,510","51,099,887","-50,200,054","-64,600,608","9,700,457",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,"3,006,000,000","3,006,000,000",,,,"0","111,000,000","0","0","0","615,000,000","0","1,736,000,000","318,000,000","105,000,000","0","0","28,000,000","1,023,000,000","10,000,000","1,062,000,000","4,565,000,000","0","0",,"441,000,000","992,000,000","187,000,000",,"80,000,000","0","456,000,000",,,,,,,,,,"166,000,000",,,,"13,000,000","0","-1,000,000","-1,000,000","-1,000,000","-1,000,000","-26,000,000","-52,000,000","-30,100,000","-33,300,000","-28,700,000","-31,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,,,,,,,,,,,,,,,,,,,,,,"7,000,000","33,000,000","9,000,000","7,000,000","3,000,000","64,000,000","10,000,000","168,000,000","149,000,000","216,000,000","2,000,000","43,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		UnrealizedGainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,"6,000,000","-10,000,000","-2,000,000","-5,000,000",,,,,,,,,,,,,,,,,"201,000,000",,,"45,000,000",,,,"99,000,000","-16,000,000",,"-153,000,000","-162,500,000","113,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"-1,039,000,000","31,000,000","-1,137,000,000","-53,000,000","120,000,000","164,000,000","41,000,000","-158,000,000","30,000,000","46,000,000","12,000,000","-43,000,000","253,000,000","5,000,000","15,000,000","6,000,000","30,000,000","-9,000,000","-9,000,000","32,000,000","78,000,000","-17,000,000","47,000,000","-180,000,000","102,000,000","-55,000,000","63,000,000","108,000,000","138,000,000","8,000,000","2,000,000","31,000,000","-105,000,000","-15,000,000","58,000,000","26,000,000","5,000,000","-94,000,000","-64,000,000","48,000,000","238,000,000","78,000,000","-33,000,000","27,000,000","20,000,000","1,124,000,000","10,000,000","22,000,000","-41,000,000","-22,000,000","-102,000,000","45,000,000","-11,000,000","-219,400,000","-58,900,000","-41,500,000","10,800,000","125,200,958","-97,901,325","55,347,492","-33,947,125","8,299,335","10,500,333","13,499,469","-1","1,166","-1,117","1,115","1","1,163","66",,,"-60",,,"-1,312",,,,"-2,939",,,,"-1,593","-1,579","66","1,513","-1","3",,,"1",,,"105,977,607","-49,509,434","-61,762,928",,,,"-281,063","276,129","439","-138,465","137,044",,,,"-14,101,269","88,420,798","-98,135,867","36,906,058",,,,,,,"0","-1","2,992,891","-235,098","3,307,137","-6,064,931"
		ChangeInWorkingCapital,"-12,000,000","590,000,000","-464,000,000","114,000,000","-252,000,000","-548,000,000","-443,000,000","-207,000,000","-418,000,000","-120,000,000","110,000,000","-91,000,000","194,000,000","192,000,000","228,000,000","-12,000,000","-667,000,000","-28,000,000","-657,000,000","978,000,000","622,000,000","-460,000,000","-409,000,000","318,000,000","237,000,000","-252,000,000","-301,000,000","64,000,000","131,000,000","-454,000,000","-450,000,000","83,000,000","135,000,000","-450,000,000","-295,000,000","-147,000,000","-829,000,000","-47,000,000","50,000,000","-241,000,000","-171,000,000","-217,000,000","-119,000,000","-37,000,000","-257,000,000","-3,000,000","74,000,000","-32,000,000","290,000,000","-244,000,000","-189,000,000","50,000,000","120,000,000","-354,900,000","-118,100,000","308,100,000","407,900,000","-71,100,511","-315,599,855","92,478,959","283,921,407","-145,799,881","-292,300,163","109,799,982","349,000,231","-223,300,326","-264,199,665","223,299,385","390,900,280","-403,599,466","-350,200,134","55,699,781","300,700,121","-654,999,770","229,799,391","331,699,752","-47,599,685","-334,499,209","-60,600,392","4,400,010","-179,099,456","-41,601,007","-206,199,909","244,699,463","154,700,446","-496,700,893","154,600,447","-123,601,236","-137,999,369","-378,201,141","-66,799,549","236,700,593","-188,100,623","-287,485,756",,,,"-20,482,589","137,311,783","-191,190,787","-83,687,943","250,409,356","-1,825,506","-175,019,891","-129,603,988","156,093,720","76,546,897","-22,321,121","-137,275,779",,,,,,,,,,,,,,"8,705,538","5,898,913","2,854,085"
			ChangeInReceivables,"-950,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-53,115,162","212,905,643","-147,182,396","-187,375,887","27,680,060","144,456,501","-134,769,422","-112,849,626","11,018,295","190,994,416","-122,021,410","-162,216,873",,,,,,,,,,,,,,,,
				ChangesInAccountReceivables,"-950,000,000"
			ChangeInInventory,"-599,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-131,229,910","-144,884,547","160,054,690","68,226,950","-191,073,210","-109,228,247","194,516,754","75,048,463","-172,346,609","-88,262,824","188,254,319","86,196,419",,,,,,,,,,,,,,,,
			ChangeInPayablesAndAccruedExpense,"1,174,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"65,885,883","-34,238,012","120,981,732","-105,106,383","147,197,789","-30,257,709","60,586,040","-84,602,603","46,283,093","-59,094,171","116,738,401","-11,971,725",,,,,,,,,,,,,,,,
				ChangeInPayable,"1,116,000,000"
					ChangeInAccountPayable,"1,116,000,000"
				ChangeInAccruedExpense,"58,000,000"
					ChangeInInterestPayable,"58,000,000"
			ChangeInOtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32,909,475","-205,292,430","-49,283,601",,,,,,,,,,,,,,,,
			ChangeInOtherCurrentLiabilities,"362,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"155,000,000",,"-7,000,000","-2,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"97,976,602","103,528,698","-325,044,812","140,567,376","266,604,719","-6,796,052","-295,353,263","-7,200,222",,,,,,,,,,,,,,,,,,"8,705,538","5,898,913","2,854,085"
			ChangeInOtherWorkingCapital,"1,000,000",,"-464,000,000","114,000,000","-252,000,000","873,000,000","-443,000,000","-207,000,000","-418,000,000","-799,000,000","110,000,000",,,,,"-12,000,000","-667,000,000","-717,000,000","-657,000,000","978,000,000","622,000,000","-270,000,000","-411,000,000","219,000,000","241,000,000","-97,000,000","-299,000,000","87,000,000","122,000,000","576,000,000","-444,000,000","94,000,000","136,000,000","820,000,000","-310,000,000","-127,000,000","-870,000,000","259,000,000","44,000,000","-193,000,000","2,000,000","17,000,000","-147,000,000","-30,000,000","-255,000,000","-507,000,000","74,000,000","-32,000,000","290,000,000",,,"50,000,000",,,,,,,"-315,599,855","92,478,959","283,921,407","-301,100,309","-292,300,163","109,799,982","349,000,231","-417,299,627","-264,199,665","223,299,385","390,900,280",,"-350,200,134","55,699,781","300,700,121",,"229,799,391","331,699,752","-47,599,685",,"-60,600,392","4,400,010","-179,099,456",,"-206,199,909","244,699,463","154,700,446",,"154,600,447","-123,601,236","-137,999,369","-378,201,141","-66,799,549","236,700,593","-188,100,623",,,,,"-2",,,"1","-2",,,,,,,"1",,,,,,,,,,,,,,,,
		DividendReceivedCFO,"1,827,000,000","534,000,000","415,000,000","484,000,000","394,000,000","433,000,000","460,000,000","349,000,000","388,000,000","247,000,000","324,000,000","393,000,000","428,000,000","362,000,000","535,000,000","441,000,000","466,000,000","449,000,000","358,000,000","412,000,000","320,000,000","405,000,000","346,000,000","299,000,000",,"73,000,000",,,,"64,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	CashFromDiscontinuedOperatingActivities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","19,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,300,031","212","12,900,298","15,699,490",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InvestingCashFlow,"-5,270,000,000","-2,112,000,000","-1,038,000,000","-802,000,000","-1,318,000,000","-5,162,000,000","-2,156,000,000","-1,381,000,000","-1,958,000,000","-1,533,000,000","-1,378,000,000","-996,000,000","-1,270,000,000","371,000,000","-1,572,000,000","-1,309,000,000","-2,148,000,000","55,000,000","67,000,000","-1,071,000,000","-2,068,000,000","-2,939,000,000","-2,172,000,000","-2,368,000,000","-3,523,000,000","8,000,000","-1,268,000,000","-2,080,000,000","-1,852,000,000","-2,296,000,000","-1,746,000,000","-2,025,000,000","-1,866,000,000","-3,737,000,000","-2,525,000,000","-2,886,000,000","-2,743,000,000","-3,277,000,000","-2,562,000,000","-1,949,000,000","-1,643,000,000","-2,182,000,000","-1,619,000,000","-1,475,000,000","-928,000,000","-2,179,000,000","-751,000,000","-622,000,000","-465,000,000","-746,000,000","-741,000,000","-558,000,000","-629,000,000","-1,162,100,000","-1,292,700,000","-487,900,000","-363,300,000","-2,091,600,234","-824,200,234","674,977,415","-612,076,947","-722,900,189","-619,700,418","-426,799,450","-486,500,231","-483,899,631","-560,900,146","-204,700,457","-330,499,766","-341,000,349","-171,700,503","-147,499,013","-172,800,484","-962,999,759","154,200,335","-94,501,072","-96,399,528","-125,100,023","-154,500,149","650,500,394","-111,400,029","-286,699,717","66,400,212","747,699,533","-779,099,745","-324,300,220","-163,500,202","-703,999,530","-149,300,016","-236,600,961","-322,600,201","-206,999,262","-183,600,116","-246,815,007","-371,058,484","-206,119,827","-381,735,849","-555,251,788","-578,635,534","-238,115,620","-222,269,504","-297,039,602","-545,923,551","-138,197,659","-119,911,382","-410,340,821","-155,578,327","-154,015,604","-102,458,012","-189,611,711","-109,656,465","-88,769,190","-122,188,977","-185,035,395","-135,774,103","-1,201,958,474","-81,384,083","-24,728,960","-7,377,964","3,843,677","-34,352,586","-60,690,650","3,031,424","-9,170,074","-151,861,101"
	CashFlowFromContinuingInvestingActivities,"-5,270,000,000","-2,112,000,000","-1,038,000,000","-802,000,000","-1,318,000,000","-5,162,000,000","-2,156,000,000","-1,381,000,000","-1,958,000,000","-1,533,000,000","-1,378,000,000","-996,000,000","-1,270,000,000","371,000,000","-1,572,000,000","-1,309,000,000","-2,148,000,000","55,000,000","67,000,000","-1,071,000,000","-2,068,000,000","-2,939,000,000","-2,172,000,000","-2,368,000,000","-3,523,000,000","8,000,000","-1,268,000,000","-2,080,000,000","-1,852,000,000","-2,296,000,000","-1,746,000,000","-2,025,000,000","-1,866,000,000","-3,737,000,000","-2,525,000,000","-2,886,000,000","-2,747,000,000","-3,277,000,000","-2,562,000,000","-1,949,000,000","-1,643,000,000","-2,182,000,000","-1,619,000,000","-1,475,000,000","-928,000,000","-2,179,000,000","-751,000,000","-622,000,000","-465,000,000","-746,000,000","-741,000,000","-558,000,000","-629,000,000","-1,162,100,000","-1,292,700,000","-487,900,000","-363,300,000","-2,091,600,234","-824,200,234","674,977,415","-612,076,947","-722,900,189","-619,700,418","-426,799,450","-486,500,231","-483,899,631","-560,900,146","-204,700,457","-330,499,766","-341,000,349","-171,700,503","-147,499,013","-172,800,484","-962,999,759","154,200,335","-94,501,072","-96,399,528","-125,100,023","-154,500,149","650,500,394","-111,400,029","-286,699,717","66,400,212","747,699,533","-779,099,745","-324,300,220","-163,500,202","-703,999,530","-149,300,016","-236,600,961","-322,600,201","-206,999,262","-183,600,116","-246,815,007","-371,058,484","-206,119,827","-381,735,849","-555,251,788","-578,635,534","-238,115,620","-222,269,504","-297,039,602","-545,923,551","-138,197,659","-119,911,382","-410,340,821","-155,578,327","-154,015,604","-102,458,012","-189,611,711","-109,656,465","-88,769,190","-122,188,977","-185,035,395","-135,774,103","-1,201,958,474","-81,384,083","-24,728,960","-7,377,964","3,843,677","-34,352,586","-60,690,650","3,031,424","-9,170,074","-151,861,101"
		CapitalExpenditureReported,"-4,647,000,000","-1,443,000,000","-1,202,000,000","-954,000,000","-1,048,000,000","-2,343,000,000","-2,012,000,000","-1,404,000,000","-2,059,000,000","-1,615,000,000","-1,438,000,000","-1,205,000,000","-1,147,000,000","-1,564,000,000","-1,143,000,000","-1,173,000,000","-1,612,000,000","-2,222,000,000","-1,341,000,000","-1,608,000,000","-1,635,000,000","-2,419,000,000","-1,946,000,000","-2,068,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetPPEPurchaseAndSale,,,,,,,,,,,,,,,,,,,,,,,,,"-1,642,000,000","-1,165,000,000","-1,004,000,000","-1,314,000,000","-1,645,000,000","-1,963,000,000","-1,747,000,000","-1,973,000,000","-1,590,000,000","-3,127,000,000","-2,354,000,000","-2,635,000,000","-2,408,000,000","-2,950,000,000","-2,229,000,000","-1,599,000,000","-1,457,000,000","-1,932,000,000","-1,408,000,000","-1,182,000,000","-877,000,000","-1,002,000,000","-701,000,000","-406,000,000","-407,000,000","-794,000,000","-698,000,000","-490,000,000","-375,000,000","-944,600,000","-930,200,000","-452,600,000","-810,600,000","-1,551,100,255","-819,800,233","-652,722,565","-612,076,947","-724,999,980","-672,599,118","-457,800,840","-443,799,585","-522,900,872","-269,799,575","-239,100,579","-153,499,533","-339,600,070","-141,499,570","-116,400,067","-83,100,363","-244,800,187","-97,399,968","-82,900,290","-71,299,843","-119,398,216","234,899,460","-90,200,109","-85,400,323","341,400,661","-156,301,152","756,300,961","-148,699,809","-294,600,204","-169,198,944","-123,300,220","-96,200,536","-138,199,550","-84,399,631","-89,600,995","-52,099,464","-223,678,110","-133,577,296","-179,091,816","-264,000,000","-592,783,678","-469,297,907","-211,405,669","-191,063,830","-245,996,474","-189,871,895","-119,224,767","-96,372,196","-189,327,767","-147,660,992","-125,447,178","-98,068,380","-146,021,534","-109,365,432","-87,719,178","-85,582,157","-152,171,004","1,079,082,123","-1,280,842,820","-22,698,962","-26,173,098","-30,930,978","-17,712,574","-8,053,353","-41,012,211","-37,901,441","-24,564,722","-12,605,542"
			PurchaseOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,"-1,642,000,000","-1,165,000,000","-1,004,000,000","-1,314,000,000","-1,645,000,000","-1,963,000,000","-1,747,000,000","-1,973,000,000","-1,590,000,000","-3,127,000,000","-2,354,000,000","-2,635,000,000","-2,408,000,000","-2,950,000,000","-2,229,000,000","-1,599,000,000","-1,457,000,000","-1,932,000,000","-1,408,000,000","-1,182,000,000","-877,000,000","-1,002,000,000","-701,000,000","-406,000,000","-407,000,000","-794,000,000","-698,000,000","-490,000,000","-375,000,000","-944,400,000","-930,200,000","-539,800,000","-810,600,000","-1,551,100,255","-819,800,233","-652,722,565","-612,076,947","-724,999,980","-672,599,118","-457,800,840","-443,799,585","-522,900,872","-269,799,575","-239,100,579","-153,499,533","-339,600,070","-141,499,570","-116,400,067","-83,100,363","-244,800,187","-97,399,968","-82,900,290","-71,299,843","-119,399,431","-96,299,892","-90,200,109","-85,400,323","-187,899,276","-156,300,652","-236,999,539","-148,699,809","-294,600,204","-169,198,944","-123,300,220","-96,200,536","-138,199,550","-84,399,631","-89,600,995","-52,099,464","-223,678,110","-133,577,296","-179,091,816","-264,000,000","-592,783,678","-469,297,907","-211,405,669","-191,063,830","-245,996,474","-189,871,895","-119,224,767","-96,372,196","-189,327,767","-147,660,992","-125,447,178","-98,068,380","-146,021,534","-109,365,432","-87,719,178","-85,582,157","-152,171,004","1,079,082,123","-1,280,842,820","-22,698,962","-26,173,098","-30,930,978","-17,712,574","-8,053,353","-41,012,211","-37,901,441","-24,564,722","-12,605,542"
			SaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,"-200,000","0",,,,,,,,,,,,,,,,,,,,,,,"1,215",,,,"529,299,937","-500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetIntangiblesPurchaseAndSale,"-174,000,000","-43,000,000","-40,000,000","-38,000,000","-53,000,000","-90,000,000","-67,000,000","-53,000,000","-65,000,000","-61,000,000","-50,000,000","-35,000,000","-69,000,000","-64,000,000","-36,000,000","-74,000,000","-26,000,000","-49,000,000","-66,000,000","-167,000,000","-258,000,000","-121,000,000","-205,000,000","-230,000,000","-233,000,000","-49,000,000","-22,000,000","-29,000,000","-27,000,000","-12,000,000","-27,000,000","-43,000,000","-19,000,000","-55,000,000","-42,000,000","-58,000,000","-53,000,000","-75,000,000","-26,000,000","-60,000,000","-51,000,000","-33,000,000","-46,000,000","-36,000,000","-48,000,000","-113,000,000","-33,000,000","-10,000,000","-9,000,000","-12,000,000","-21,000,000","-8,000,000","-9,000,000","-42,300,000","-14,600,000","-11,400,000","-26,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PurchaseOfIntangibles,"-174,000,000","-43,000,000","-40,000,000","-38,000,000","-53,000,000","-90,000,000","-67,000,000","-53,000,000","-65,000,000","-61,000,000","-50,000,000","-35,000,000","-69,000,000","-64,000,000","-36,000,000","-74,000,000","-26,000,000","-49,000,000","-66,000,000","-167,000,000","-258,000,000","-121,000,000","-205,000,000","-230,000,000","-233,000,000","-49,000,000","-22,000,000","-29,000,000","-27,000,000","-12,000,000","-27,000,000","-43,000,000","-19,000,000","-55,000,000","-42,000,000","-58,000,000","-53,000,000","-75,000,000","-26,000,000","-60,000,000","-51,000,000","-33,000,000","-46,000,000","-36,000,000","-48,000,000","-113,000,000","-33,000,000","-10,000,000","-9,000,000","-12,000,000","-21,000,000","-8,000,000","-9,000,000","-42,300,000","-14,600,000","-11,400,000","-26,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetBusinessPurchaseAndSale,"-306,000,000","-533,000,000",,,,,,,,,,,,,,,"139,000,000","0",,,,"59,000,000","18,000,000","5,000,000","575,000,000","-43,000,000","-58,000,000","-480,000,000","-64,000,000","0","0","0","-106,000,000",,,,,"0","0","0","0","-123,000,000","0","-213,000,000","-7,000,000","-1,190,000,000","11,000,000","-26,000,000","-3,000,000","-51,000,000","-19,000,000","-60,000,000","-66,000,000","33,100,000","-178,100,000",,,,,,,,,,,"189","-581","159","-101,400,047","-2,200,302","-28,299,621","-15,399,793","-42,700,121","-816,500,167","79","-13,699,443","-3,700,157","-58",,,,"346","-106","616","-289,300,510","-37,300,068","-234",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PurchaseOfBusiness,"-828,000,000","-533,000,000",,,,,,,,,,,,,,,,,,,,"0","0","0","0","-40,000,000","-65,000,000","-485,000,000","-54,000,000","0","0","0","-106,000,000",,,,,"0","0","0","0","-119,000,000","0","-214,000,000","-7,000,000","-1,180,000,000","1,000,000","-28,000,000",,"-51,000,000","-19,000,000","-60,000,000","-66,000,000","33,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SaleOfBusiness,"522,000,000","0",,,,,,,,,,,,,,,"139,000,000","0",,,,"68,000,000","0","0","614,000,000",,"7,000,000","5,000,000",,,,,,,,,,,,,,,,"1,000,000",,,,"2,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetInvestmentPurchaseAndSale,"-1,041,000,000","-475,000,000","-178,000,000","-74,000,000","-314,000,000","-399,000,000","-86,000,000","-94,000,000","-61,000,000","-74,000,000","-78,000,000","-248,000,000","-87,000,000","-141,000,000","-318,000,000","-135,000,000","-565,000,000","-261,000,000","-459,000,000","-383,000,000","-209,000,000","-523,000,000","-224,000,000","-249,000,000","-2,511,000,000","-91,000,000","-129,000,000","-114,000,000","-133,000,000","-311,000,000","-132,000,000","-37,000,000","-142,000,000","-161,000,000","-168,000,000","-212,000,000","-313,000,000","-251,000,000","-303,000,000","-295,000,000","-128,000,000","-182,000,000","-168,000,000","-82,000,000","-63,000,000","-43,000,000","-7,000,000","-161,000,000","-6,000,000","6,000,000","-11,000,000","-7,000,000","-86,000,000","-134,000,000","-222,700,000","21,800,000","510,900,000","-638,299,894","-699,373","1,367,342,771","-5,143,504","-600,039","-4,300,316","-14,799,944","-599,631","-15,499,582","-291,899,878","-200,260","-54,699,907","-27,800,104","-300,449","-799,435","-61,000,000","301,120","-700,459","24","-16,200,157","-2,699,969","-2,099,446","-21,799,995","-23,900,397","-819,200,189","-14,700,258","-20,600,571","-317,699,171","-5,399,877",,,,,,,,,,,,,,,,,,,,,,,,"151,129","3,791,866","7,626,006","24,836,780","834,929","-6,603,417","76,531,923","-57,577,855","14,420,470","23,152,801","21,304,583","-26,047,565","-2,862,956","30,174,559","15,217,679","-146,152,931"
			PurchaseOfInvestment,"-1,041,000,000",,,,"-314,000,000",,,"-94,000,000","-61,000,000","-74,000,000","-78,000,000","-248,000,000","-87,000,000","-141,000,000","-318,000,000","-135,000,000","-565,000,000","-261,000,000","-459,000,000","-383,000,000","-209,000,000","-1,206,000,000","-224,000,000","-249,000,000","-2,511,000,000","-91,000,000","-129,000,000","-114,000,000","-133,000,000","-311,000,000","-132,000,000","-37,000,000","-142,000,000","-161,000,000","-168,000,000","-212,000,000","-313,000,000","-292,000,000","-303,000,000","-295,000,000","-128,000,000","-200,000,000","-168,000,000","-82,000,000","-63,000,000","-43,000,000","-7,000,000","-161,000,000","-6,000,000","-17,000,000","-11,000,000","-7,000,000","-86,000,000","-134,600,000","-222,700,000","-800,000","-900,000","-651,799,468","-700,206","-1,656,822","-5,143,504","-600,039","-4,300,316","-14,799,944","-599,631","-15,499,582","-291,899,878","-200,260","-54,699,907","-27,800,104","-300,449","-799,435","-61,000,000","301,120","-700,459","24","-16,200,157","-2,699,969","-2,099,446","-21,799,995","-23,900,397","-819,200,661","-14,700,182","-20,600,328","-428,199,490","-5,399,877",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55,364,241","-57,577,855","-103,947","-16,201,522","21,304,583","-26,047,565","-2,862,956","30,174,559","15,217,679","-146,152,931"
			SaleOfInvestment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,000,000",,,,,,,,"23,000,000","0",,"0","600,000","0","22,600,000","511,800,000","13,499,574","833",,,,,,,,,,,,,,,,,,,,,,,"472","-76","-243","110,500,319",,,,,,,,,,,,,,,,,,,,,,,,,"151,129","3,791,866","7,626,006","24,836,780","834,929","-8,817,031",,,"14,524,417",,,,,,,
		DividendsReceivedCFI,"763,000,000","337,000,000","130,000,000","199,000,000","97,000,000","238,000,000","49,000,000","185,000,000","61,000,000","267,000,000","185,000,000","176,000,000","77,000,000","132,000,000","17,000,000","129,000,000","139,000,000","34,000,000","103,000,000","1,083,000,000","57,000,000","63,000,000","23,000,000","28,000,000","11,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
