name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992
			PurchaseOfInvestment,"-161,085,000,000","-49,682,000,000","-8,083,000,000","-68,435,000,000","-34,885,000,000","-62,287,000,000","-58,334,000,000","-82,415,000,000","-35,554,000,000","-67,486,000,000","-17,691,000,000","-37,143,000,000","-32,445,000,000","-61,000,000,000","-52,982,000,000","-43,270,000,000","-27,802,000,000","-57,285,000,000","-39,358,000,000","-26,243,000,000","-55,932,000,000","-101,882,000,000","-3,935,000,000","-2,704,000,000","-4,555,000,000","-4,232,000,000","-11,717,000,000","-3,927,000,000","-3,788,000,000","-7,624,000,000","-4,633,000,000","-2,333,000,000","-3,198,000,000","-3,040,000,000","-2,929,000,000","-19,167,000,000","-3,218,000,000","-2,488,000,000","-3,256,000,000","-4,378,000,000","-5,504,000,000","10,111,000,000","-13,793,000,000","-6,394,000,000","-2,286,000,000","-3,152,000,000","-3,140,000,000","-4,197,000,000","-3,595,000,000","-4,225,000,000","-3,719,000,000","-5,873,000,000","-8,619,000,000","-3,705,000,000","-9,783,000,000","-20,219,000,000","-12,048,000,000","-6,598,000,000","-11,099,000,000","-8,022,000,000","-6,786,000,000","-4,149,000,000","-3,430,000,000","-4,870,000,000","-4,471,000,000","-7,330,000,000","-6,741,000,000","-4,232,000,000","-3,655,000,000","-5,498,000,000","-3,794,000,000","-2,599,000,000","-2,379,000,000","-867,000,000","-3,876,000,000","-1,983,000,000","-5,040,000,000","-4,657,000,000","-5,967,000,000","-4,147,000,000","-4,782,000,000","-3,372,000,000","-7,873,000,000","-4,489,000,000","-1,816,000,000","17,407,000,000","-11,751,000,000","-14,706,000,000","-12,502,000,000","-6,352,000,000","-4,727,000,000","-12,168,000,000","-1,323,000,000","-975,000,000","-700,000,000","-2,305,000,000","-1,610,000,000","-767,400,000","-3,957,900,000","-2,181,300,000","-645,000,000","-783,300,000","-674,000,000","-1,353,800,000","-1,077,000,000",,"-315,600,000","-228,900,000","-1,031,700,000",,,,,,,,,,
			SaleOfInvestment,"203,439,000,000","72,225,000,000","34,263,000,000","48,851,000,000","48,100,000,000","86,778,000,000","50,706,000,000","71,666,000,000","11,188,000,000","52,561,000,000","41,471,000,000","48,489,000,000","25,511,000,000","46,712,000,000","24,938,000,000","46,966,000,000","52,905,000,000","44,185,000,000","49,238,000,000","24,653,000,000","37,490,000,000","45,648,000,000","9,613,000,000","12,558,000,000","5,579,000,000","6,535,000,000","5,890,000,000","2,076,000,000","3,001,000,000","7,947,000,000","2,744,000,000","4,517,000,000","2,180,000,000","9,569,000,000","2,814,000,000","4,226,000,000","2,774,000,000","2,875,000,000","5,760,000,000","5,304,000,000","3,195,000,000","5,609,000,000","2,834,000,000","8,041,000,000","6,386,000,000","4,778,000,000","3,873,000,000","4,764,000,000","4,423,000,000","5,847,000,000","3,010,000,000","2,333,000,000","4,008,000,000","9,278,000,000","10,387,000,000","16,303,000,000","4,218,000,000","5,053,000,000","13,434,000,000","5,254,000,000","1,292,000,000","2,919,000,000","5,263,000,000","3,384,000,000","4,343,000,000","3,343,000,000","4,022,000,000","2,269,000,000","2,380,000,000","4,085,000,000","3,783,000,000","3,180,000,000","4,495,000,000","1,428,000,000","7,102,000,000","11,709,000,000","10,417,000,000","3,267,000,000","5,909,000,000","4,667,000,000","4,663,000,000","2,314,000,000","4,943,000,000","4,389,000,000","5,010,000,000","5,227,000,000","6,097,000,000","6,729,000,000","5,608,000,000","3,801,000,000","3,890,000,000","2,203,000,000","2,648,000,000","2,159,000,000","868,000,000","8,530,000,000","2,077,000,000","808,800,000","2,936,700,000","1,536,500,000","910,700,000","190,100,000","373,500,000","247,100,000","1,512,200,000",,"815,600,000","923,000,000","703,200,000",,,,,,,,,,
		NetOtherInvestingChanges,"297,000,000","-1,208,000,000","964,000,000","92,000,000","449,000,000","-1,897,000,000","-970,000,000","-796,000,000","81,000,000","-429,000,000","-1,090,000,000","-44,000,000","67,000,000","-328,000,000","31,000,000","379,000,000","-153,000,000","-3,492,000,000","-86,000,000","3,000,000","-115,000,000","192,000,000","-214,000,000","-7,000,000","-390,000,000","144,000,000","-20,000,000","34,000,000","7,000,000","-54,000,000","128,000,000","48,000,000","214,000,000","316,000,000","644,000,000","-945,000,000","-1,225,000,000","-68,000,000","221,000,000","317,000,000","-653,000,000","48,000,000","-64,000,000","-43,000,000","122,000,000","327,000,000","-662,000,000","69,000,000","-210,000,000","-38,000,000","62,000,000","133,000,000","1,023,000,000","-13,586,000,000","-976,000,000","78,000,000","881,000,000","-275,000,000","-5,479,000,000","1,708,000,000","4,844,000,000","-280,000,000","87,000,000","1,010,000,000","200,000,000","1,434,000,000","-67,000,000","320,000,000","74,000,000","1,246,000,000","-881,000,000","-269,000,000","467,000,000","-211,000,000","-175,000,000","-155,000,000","-218,000,000","-260,000,000","-190,000,000","-142,000,000","-254,000,000","-201,000,000","-155,000,000","-174,000,000","-197,000,000","-19,690,000,000","6,141,000,000","7,065,000,000","5,902,000,000","20,000,000","-230,000,000","-107,000,000","-100,000,000","9,842,000,000","-98,000,000","-59,000,000","-45,000,000","-34,800,000","-65,800,000","-46,400,000","-35,300,000","283,500,000","-6,600,000","-10,400,000","-8,200,000",,"-22,000,000","5,800,000","-17,800,000",,,,,,,,,,
FinancingCashFlow,"-28,508,000,000","-7,144,000,000","-7,786,000,000","-5,229,000,000","-8,349,000,000","-6,668,000,000","-8,856,000,000","-2,474,000,000","-346,000,000","-1,779,000,000","2,098,000,000","2,089,000,000","-1,678,000,000","-286,000,000","-10,000,000","-1,722,000,000","-3,794,000,000","469,000,000","-1,398,000,000","-2,484,000,000","2,015,000,000","595,000,000","443,000,000","140,000,000","11,613,000,000","5,000,000","602,000,000","378,000,000","2,818,000,000","1,555,000,000","937,000,000","550,000,000","-311,000,000","1,174,000,000","1,492,000,000","-1,762,000,000","57,000,000","-2,485,000,000","1,020,000,000","-684,000,000","1,343,000,000","-459,000,000","1,948,000,000","-147,000,000","-3,559,000,000","-116,000,000","660,000,000","387,000,000","7,194,000,000","-154,000,000","-689,000,000","151,000,000","925,000,000","-470,000,000","1,500,000,000","51,000,000","1,205,000,000","-1,022,000,000","1,133,000,000","848,000,000","407,000,000","1,496,000,000","-482,000,000","-26,000,000","1,619,000,000","303,000,000","415,000,000","1,331,000,000","3,579,000,000","-43,000,000","751,000,000","-834,000,000","-30,000,000","1,646,000,000","-1,587,000,000","-167,000,000","-1,053,000,000","265,000,000","-389,000,000","-2,800,000,000","-650,000,000","4,769,000,000","255,000,000","148,000,000","842,000,000","598,000,000","-225,000,000","34,000,000","63,000,000","19,000,000","-190,000,000","660,000,000","-122,000,000","156,000,000","-15,000,000","62,000,000","-142,000,000","111,800,000","-78,400,000","-15,100,000","-114,500,000","461,100,000","-186,900,000","579,900,000","-500,000","164,500,000","101,200,000","-62,700,000","-89,900,000","-99,000,000","-135,500,000","-22,500,000","-88,200,000","114,300,000","202,200,000","36,500,000","-33,900,000","155,300,000","-151,600,000"
	CashFlowFromContinuingFinancingActivities,"-28,508,000,000","-7,144,000,000","-7,786,000,000","-5,229,000,000","-8,349,000,000","-6,668,000,000","-8,856,000,000","-2,474,000,000","-346,000,000","-1,779,000,000","2,098,000,000","2,089,000,000","-1,678,000,000","-286,000,000","-10,000,000","-1,722,000,000","-3,794,000,000","469,000,000","-1,398,000,000","-2,484,000,000","2,015,000,000","595,000,000","443,000,000","140,000,000","11,613,000,000","5,000,000","602,000,000","378,000,000","2,818,000,000","1,555,000,000","937,000,000","550,000,000","-311,000,000","1,174,000,000","1,492,000,000","-1,762,000,000","57,000,000","-2,485,000,000","1,020,000,000","-684,000,000","1,343,000,000","-459,000,000","1,948,000,000","-147,000,000","-3,559,000,000","-116,000,000","660,000,000","387,000,000","7,194,000,000","-154,000,000","-689,000,000","151,000,000","925,000,000","-470,000,000","1,500,000,000","51,000,000","1,205,000,000","-1,022,000,000","1,133,000,000","848,000,000","407,000,000","1,496,000,000","-482,000,000","-26,000,000","1,619,000,000","303,000,000","415,000,000","1,331,000,000","3,579,000,000","-43,000,000","751,000,000","-834,000,000","-30,000,000","1,646,000,000","-1,587,000,000","-167,000,000","-1,053,000,000","265,000,000","-389,000,000","-2,800,000,000","-650,000,000","4,769,000,000","255,000,000","148,000,000","842,000,000","598,000,000","-225,000,000","34,000,000","63,000,000","19,000,000","-190,000,000","660,000,000","-122,000,000","156,000,000","-15,000,000","62,000,000","-142,000,000","111,800,000","-78,400,000","-15,100,000","-114,500,000","461,100,000","-186,900,000","579,900,000","-500,000","164,500,000","101,200,000","-62,700,000","-89,900,000","-99,000,000","-135,500,000","-22,500,000","-88,200,000","114,300,000","202,200,000","36,500,000","-33,900,000","155,300,000","-151,600,000"
		NetIssuancePaymentsOfDebt,"-752,000,000","-335,000,000","262,000,000","958,000,000","-1,637,000,000","2,559,000,000","99,000,000","2,579,000,000","1,554,000,000","420,000,000","2,834,000,000","2,627,000,000","196,000,000","198,000,000","942,000,000","-1,571,000,000","-3,692,000,000","482,000,000","-1,382,000,000","-2,415,000,000","2,038,000,000","452,000,000","428,000,000","211,000,000","11,588,000,000","-14,000,000","671,000,000","451,000,000","2,928,000,000","1,570,000,000","897,000,000","568,000,000","961,000,000","1,134,000,000","1,480,000,000","717,000,000","654,000,000","-513,000,000","1,077,000,000","-720,000,000","1,398,000,000","-409,000,000","1,989,000,000","109,000,000","-2,046,000,000","7,714,000,000","-7,149,000,000","376,000,000","7,279,000,000","-121,000,000","-699,000,000","517,000,000","946,000,000","-425,000,000","1,556,000,000","114,000,000","1,173,000,000","-899,000,000","1,007,000,000","485,000,000","386,000,000","1,307,000,000","-325,000,000","-101,000,000","1,525,000,000","282,000,000","368,000,000","1,365,000,000","3,548,000,000","-212,000,000","813,000,000","-821,000,000","-102,000,000","1,600,000,000","-589,000,000","-336,000,000","-1,122,000,000","225,000,000","-476,000,000","-2,856,000,000","-613,000,000","4,670,000,000","232,000,000","140,000,000","856,000,000","563,000,000","-182,000,000","150,000,000","14,000,000","115,000,000","-125,000,000","444,000,000","70,000,000","156,000,000","-18,000,000","62,000,000","-142,000,000","112,100,000","-78,100,000","-14,600,000","-114,200,000","461,700,000","-185,200,000","15,900,000","-300,000","165,200,000","101,600,000","-62,800,000","-89,400,000","-99,000,000","-135,300,000","-22,000,000","-88,000,000","82,400,000","214,500,000","45,200,000","-22,300,000","164,500,000","-142,500,000"
			NetLongTermDebtIssuance,"-128,000,000","-400,000,000","886,000,000","1,252,000,000","-1,866,000,000","2,615,000,000","-5,000,000","2,612,000,000","2,687,000,000","319,000,000","2,574,000,000","2,219,000,000","699,000,000","-613,000,000","2,616,000,000","-2,420,000,000","-1,763,000,000","-1,475,000,000","-1,042,000,000","-2,790,000,000","1,951,000,000","1,210,000,000","158,000,000","140,000,000","11,041,000,000","-144,000,000","933,000,000","833,000,000","2,792,000,000","860,000,000","992,000,000","247,000,000","965,000,000","1,182,000,000","1,776,000,000","1,194,000,000","1,150,000,000","-1,193,000,000","1,154,000,000","-712,000,000","2,302,000,000","-1,262,000,000","2,017,000,000","843,000,000","-2,256,000,000","8,634,000,000","-7,968,000,000","-211,000,000","7,395,000,000","-842,000,000","-317,000,000","857,000,000","945,000,000","-1,076,000,000","917,000,000","66,000,000","1,328,000,000","-717,000,000","841,000,000","887,000,000","564,000,000","1,307,000,000","-369,000,000","-258,000,000","1,481,000,000","133,000,000","182,000,000","1,342,000,000","3,545,000,000","-138,000,000","893,000,000","-627,000,000","-62,000,000","1,722,000,000","-706,000,000","-221,000,000","-537,000,000","-131,000,000","-242,000,000","-1,129,000,000","-1,391,000,000","4,996,000,000","117,000,000","176,000,000","160,000,000","-261,000,000","-182,000,000","150,000,000","14,000,000","115,000,000","-125,000,000","444,000,000","70,000,000","156,000,000","-18,000,000","62,000,000","-142,000,000","112,100,000","-78,100,000","-14,600,000","-114,200,000","461,700,000","-185,200,000","15,900,000","-300,000","165,200,000","101,600,000","-62,800,000","-89,400,000","-99,000,000","-135,300,000","-22,000,000","-88,000,000","82,400,000","214,500,000","45,200,000","-22,300,000","164,500,000","-142,500,000"
				LongTermDebtIssuance,"6,920,000,000","1,029,000,000","1,478,000,000","2,971,000,000","1,442,000,000","4,511,000,000","177,000,000","3,745,000,000","5,937,000,000","1,240,000,000","4,789,000,000","2,574,000,000","4,941,000,000","15,000,000","5,125,000,000","638,000,000","3,650,000,000","227,000,000","425,000,000","411,000,000","4,595,000,000","890,000,000","2,054,000,000","2,273,000,000","12,032,000,000","1,145,000,000","1,248,000,000","1,266,000,000","6,223,000,000","1,512,000,000","2,655,000,000","907,000,000","2,684,000,000","2,965,000,000","3,455,000,000","2,557,000,000","4,598,000,000","27,000,000","2,656,000,000","1,610,000,000","4,586,000,000","62,000,000","2,763,000,000","1,365,000,000","1,753,000,000","10,435,000,000","-8,147,000,000","113,000,000","9,073,000,000","244,000,000","316,000,000","1,070,000,000","1,484,000,000","78,000,000","2,149,000,000","2,077,000,000","3,172,000,000","633,000,000","1,776,000,000","1,223,000,000","1,180,000,000","1,579,000,000","463,000,000","82,000,000","1,788,000,000","434,000,000","326,000,000","1,585,000,000","3,804,000,000","122,000,000","1,190,000,000","94,000,000","601,000,000","2,159,000,000","115,000,000","284,000,000","743,000,000","261,000,000","525,000,000","704,000,000","193,000,000","5,908,000,000","522,000,000","354,000,000","328,000,000","-1,661,000,000","1,436,000,000","549,000,000","477,000,000","479,000,000","607,000,000","817,000,000","657,000,000","442,000,000","360,000,000","348,000,000","309,000,000","376,300,000","295,700,000","271,800,000","287,300,000","773,700,000","389,800,000","327,300,000","398,600,000","441,200,000","468,700,000","302,100,000","286,400,000","295,600,000","336,600,000","375,600,000","426,100,000","618,900,000","510,500,000","243,600,000","259,600,000","266,500,000","230,700,000"
				LongTermDebtPayments,"-7,048,000,000","-1,429,000,000","-592,000,000","-1,719,000,000","-3,308,000,000","-1,896,000,000","-182,000,000","-1,133,000,000","-3,250,000,000","-921,000,000","-2,215,000,000","-355,000,000","-4,242,000,000","-628,000,000","-2,509,000,000","-3,058,000,000","-5,413,000,000","-1,702,000,000","-1,467,000,000","-3,201,000,000","-2,644,000,000","320,000,000","-1,896,000,000","-2,133,000,000","-991,000,000","-1,289,000,000","-315,000,000","-433,000,000","-3,431,000,000","-652,000,000","-1,663,000,000","-660,000,000","-1,719,000,000","-1,783,000,000","-1,679,000,000","-1,363,000,000","-3,448,000,000","-1,220,000,000","-1,502,000,000","-2,322,000,000","-2,284,000,000","-1,324,000,000","-746,000,000","-522,000,000","-4,009,000,000","-1,801,000,000","179,000,000","-324,000,000","-1,678,000,000","-1,086,000,000","-633,000,000","-213,000,000","-539,000,000","-1,154,000,000","-1,232,000,000","-2,011,000,000","-1,844,000,000","-1,350,000,000","-935,000,000","-336,000,000","-616,000,000","-272,000,000","-832,000,000","-340,000,000","-307,000,000","-301,000,000","-144,000,000","-243,000,000","-259,000,000","-260,000,000","-297,000,000","-721,000,000","-663,000,000","-437,000,000","-821,000,000","-505,000,000","-1,280,000,000","-392,000,000","-767,000,000","-1,833,000,000","-1,584,000,000","-912,000,000","-405,000,000","-178,000,000","-168,000,000","1,400,000,000","-1,618,000,000","-399,000,000","-463,000,000","-364,000,000","-732,000,000","-373,000,000","-587,000,000","-286,000,000","-378,000,000","-286,000,000","-451,000,000","-264,200,000","-373,800,000","-286,400,000","-401,500,000","-312,000,000","-575,000,000","-311,400,000","-398,900,000","-276,000,000","-367,100,000","-364,900,000","-375,800,000","-394,600,000","-471,900,000","-397,600,000","-514,100,000","-536,500,000","-296,000,000","-198,400,000","-281,900,000","-102,000,000","-373,200,000"
			NetShortTermDebtIssuance,"-624,000,000","65,000,000","-624,000,000","-294,000,000","229,000,000","-56,000,000","104,000,000","-33,000,000","-1,133,000,000","101,000,000","260,000,000","408,000,000","-503,000,000","811,000,000","-1,674,000,000","849,000,000","-1,929,000,000","1,957,000,000","-340,000,000","375,000,000","87,000,000","-758,000,000","270,000,000","71,000,000","547,000,000","130,000,000","-262,000,000","-382,000,000","136,000,000","710,000,000","-95,000,000","321,000,000","-4,000,000","-48,000,000","-296,000,000","-477,000,000","-496,000,000","680,000,000","-77,000,000","-8,000,000","-904,000,000","853,000,000","-28,000,000","-734,000,000","210,000,000","-920,000,000","819,000,000","587,000,000","-116,000,000",,"-382,000,000","-340,000,000","1,000,000","651,000,000","639,000,000","48,000,000","-155,000,000","-182,000,000","166,000,000","-402,000,000","-178,000,000","0","44,000,000","157,000,000","44,000,000","149,000,000","186,000,000","23,000,000","3,000,000","-74,000,000","-80,000,000","-194,000,000","-40,000,000","-122,000,000","117,000,000","-115,000,000","-585,000,000","356,000,000","-234,000,000","-1,727,000,000","778,000,000","-326,000,000","115,000,000","-36,000,000","696,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ShortTermDebtIssuance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"981,000,000","750,000,000","0",,,,"1,000,000","651,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ShortTermDebtPayments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-77,000,000","-8,000,000","-904,000,000",,"-28,000,000",,,,"-162,000,000","-163,000,000","-116,000,000",,"-382,000,000",,,,,"48,000,000","-155,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetCommonStockIssuance,"-27,061,000,000","-6,869,000,000","-7,632,000,000","-5,980,000,000","-6,580,000,000","-8,994,000,000","-8,973,000,000","-4,998,000,000","-1,741,000,000","-2,043,000,000","-674,000,000","-548,000,000","-1,585,000,000","-418,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,"0","0",,,,,,,,,,,,,,,,
			CommonStockPayments,"-27,061,000,000","-6,869,000,000","-7,632,000,000","-5,980,000,000","-6,580,000,000","-8,994,000,000","-8,973,000,000","-4,998,000,000","-1,741,000,000","-2,043,000,000","-674,000,000","-548,000,000","-1,585,000,000","-418,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetOtherFinancingCharges,"-695,000,000","60,000,000","-416,000,000","-207,000,000","-132,000,000","-233,000,000","18,000,000","-55,000,000","-159,000,000","-156,000,000","-62,000,000","10,000,000","-289,000,000","-66,000,000","-24,000,000","-151,000,000","-102,000,000","-13,000,000","-16,000,000","-69,000,000","-23,000,000","143,000,000","15,000,000","-71,000,000","25,000,000","19,000,000","-69,000,000","-73,000,000","-110,000,000","-15,000,000","40,000,000","-18,000,000","-1,272,000,000","40,000,000","12,000,000","-2,479,000,000","-597,000,000","-676,000,000","-57,000,000","36,000,000","-55,000,000","-50,000,000","-41,000,000","-256,000,000","-1,513,000,000","-7,830,000,000","7,809,000,000","11,000,000","-85,000,000","-33,000,000","10,000,000","-366,000,000","-21,000,000","-45,000,000","-56,000,000","-63,000,000","32,000,000","-123,000,000","126,000,000","363,000,000","21,000,000","189,000,000","-157,000,000","75,000,000","94,000,000","21,000,000","47,000,000","-34,000,000","31,000,000","169,000,000","-62,000,000","-13,000,000","72,000,000","46,000,000","-998,000,000","169,000,000","69,000,000","40,000,000","87,000,000","56,000,000","-37,000,000","99,000,000","23,000,000","8,000,000","-14,000,000","35,000,000","-43,000,000","-116,000,000","49,000,000","-96,000,000","-65,000,000","216,000,000","-192,000,000","0",,,,"-300,000","-300,000","-500,000","-300,000","-600,000","-1,700,000","-1,000,000","-200,000","-700,000","-400,000","100,000","-500,000","0","-200,000","-500,000","-200,000","31,900,000","-12,300,000","-8,700,000","-11,600,000","-9,200,000","-9,100,000"
OtherCashAdjustmentInsideChangeinCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-100,000",,,,,,"-100,000"
EndCashPosition,"88,706,000,000","88,706,000,000","70,641,000,000","42,832,000,000","60,488,000,000","48,396,000,000","27,437,000,000","36,587,000,000","43,096,000,000","64,632,000,000","75,291,000,000","45,102,000,000","26,524,000,000","30,811,000,000","42,101,000,000","65,176,000,000","58,374,000,000","31,583,000,000","42,706,000,000","26,418,000,000","25,963,000,000","28,048,000,000","84,835,000,000","72,679,000,000","58,342,000,000","71,730,000,000","66,260,000,000","66,587,000,000","63,711,000,000","63,269,000,000","62,380,000,000","55,455,000,000","48,948,000,000","48,186,000,000","42,079,000,000","35,695,000,000","49,089,000,000","46,992,000,000","47,776,000,000","40,661,000,000","37,826,000,000","37,299,000,000","34,776,000,000","47,891,000,000","41,178,000,000","38,227,000,000","34,461,000,000","27,953,000,000","25,670,000,000","30,558,000,000","26,919,000,000","24,511,000,000","25,551,000,000","25,539,000,000","33,369,000,000","31,159,000,000","35,566,000,000","44,329,000,000","47,083,000,000","46,950,000,000","46,027,000,000","43,743,000,000","42,249,000,000","42,069,000,000","42,858,000,000","44,660,000,000","46,032,000,000","47,762,000,000","46,709,000,000","43,427,000,000","43,017,000,000","40,201,000,000","40,911,000,000","35,957,000,000","30,745,000,000","28,444,000,000","19,492,000,000","12,748,000,000","10,438,000,000","8,723,000,000","8,545,000,000","6,498,000,000","6,361,000,000","8,211,000,000","6,440,000,000","5,604,000,000","3,673,000,000","3,213,000,000","3,424,000,000","4,458,000,000","5,564,000,000","4,418,000,000","15,506,000,000","14,489,000,000","6,904,000,000","7,140,000,000","1,065,000,000","1,058,500,000","536,500,000","1,067,300,000","1,129,900,000","1,350,300,000","818,900,000","891,100,000","1,459,100,000",,,,,,,,,,,,,,
	ChangesInCash,"40,305,000,000","17,962,000,000","27,795,000,000","-17,605,000,000","12,153,000,000","20,527,000,000","-8,950,000,000","-6,553,000,000","-21,352,000,000","-10,779,000,000","30,310,000,000","18,567,000,000","-4,302,000,000","-11,259,000,000","-23,007,000,000","6,935,000,000","26,070,000,000","-11,149,000,000","16,249,000,000","333,000,000","-2,146,000,000","-52,056,000,000","12,168,000,000","14,342,000,000","-13,395,000,000","5,521,000,000","-290,000,000","2,746,000,000","649,000,000","1,005,000,000","7,119,000,000","6,486,000,000","762,000,000","6,070,000,000","6,317,000,000","-13,413,000,000","2,156,000,000","-803,000,000","7,018,000,000","2,903,000,000","452,000,000","2,634,000,000","-13,032,000,000","6,666,000,000","2,804,000,000","3,821,000,000","6,381,000,000","2,405,000,000","-4,864,000,000","3,634,000,000","2,352,000,000","-1,208,000,000","140,000,000","-7,691,000,000","2,340,000,000","-4,393,000,000","-8,784,000,000","-2,852,000,000","133,000,000","923,000,000","2,284,000,000","1,494,000,000","180,000,000","-789,000,000","-2,160,000,000","-1,372,000,000","-1,730,000,000","1,053,000,000","3,282,000,000","410,000,000","2,816,000,000","-710,000,000","4,954,000,000","5,212,000,000","2,301,000,000","8,952,000,000","6,744,000,000","2,310,000,000","1,715,000,000","178,000,000","2,047,000,000","137,000,000","-1,850,000,000","1,771,000,000","836,000,000","1,931,000,000","460,000,000","-211,000,000","-1,034,000,000","-1,106,000,000","1,146,000,000","-11,088,000,000","1,017,000,000","7,585,000,000","-236,000,000","6,075,000,000","7,000,000","522,000,000","-530,800,000","-62,600,000","-220,400,000","531,400,000","-72,200,000","-568,000,000","-1,285,400,000","844,500,000","896,800,000","834,700,000","-121,400,000","104,000,000","-110,700,000","-1,022,000,000","-536,100,000","470,700,000","334,200,000","361,000,000","288,700,000","-69,300,000","-150,000,000"
	EffectOfExchangeRateChanges,"5,000,000","103,000,000","14,000,000","-51,000,000","-61,000,000","432,000,000","-200,000,000","44,000,000","-184,000,000","120,000,000","-121,000,000","11,000,000","15,000,000","-31,000,000","-68,000,000","-133,000,000","92,000,000","26,000,000","39,000,000","122,000,000","61,000,000","-162,000,000","-12,000,000","-5,000,000","7,000,000","-51,000,000","-37,000,000","130,000,000","-207,000,000","-116,000,000","-194,000,000","21,000,000","0","37,000,000","67,000,000","19,000,000","-59,000,000","19,000,000","97,000,000","-68,000,000","75,000,000","-109,000,000","-83,000,000","47,000,000","147,000,000","-55,000,000","127,000,000","-122,000,000","-24,000,000","5,000,000","56,000,000","168,000,000","-128,000,000","-139,000,000","-130,000,000","-14,000,000","21,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
