name,ttm,03/17/2023,02/28/2023,01/31/2023,12/30/2022,11/30/2022,10/31/2022,09/30/2022,09/02/2022,08/31/2022,07/29/2022,06/30/2022,05/31/2022,04/29/2022,03/31/2022,02/28/2022,01/31/2022,12/31/2021,11/30/2021,10/29/2021,09/30/2021,08/31/2021,07/30/2021,06/30/2021,05/31/2021,04/30/2021,03/31/2021,02/26/2021,02/17/2021,01/29/2021,01/22/2021,01/15/2021,01/08/2021,01/04/2021,12/31/2020,12/07/2020,12/01/2020,11/30/2020,11/18/2020,10/30/2020,10/28/2020,10/15/2020,09/30/2020,09/24/2020,09/17/2020,09/04/2020,08/31/2020,08/11/2020,07/31/2020,07/17/2020,07/14/2020,06/30/2020,06/05/2020,05/29/2020,05/28/2020,05/20/2020,04/30/2020,03/31/2020,02/28/2020,01/31/2020,12/31/2019,11/29/2019,10/31/2019,09/30/2019,08/30/2019,07/31/2019,06/28/2019,05/31/2019,04/30/2019,03/29/2019,02/28/2019,01/31/2019,12/31/2018,11/30/2018,10/31/2018,09/28/2018,08/31/2018,07/31/2018,06/29/2018,05/31/2018,04/30/2018,03/30/2018,02/28/2018,01/31/2018,12/29/2017,11/30/2017,10/31/2017,09/29/2017,08/31/2017,07/31/2017,06/30/2017,05/31/2017,04/28/2017,03/31/2017,02/28/2017,01/31/2017,12/30/2016,11/30/2016,10/31/2016,09/30/2016,08/31/2016,07/29/2016,06/30/2016,05/31/2016,04/29/2016,03/31/2016,02/29/2016,01/29/2016,12/31/2015,11/30/2015,10/30/2015,09/30/2015,08/31/2015,07/31/2015,06/30/2015,05/29/2015,04/30/2015,03/31/2015,02/27/2015,01/30/2015,12/31/2014,11/28/2014,10/31/2014,09/30/2014,08/29/2014,07/31/2014,06/30/2014,05/30/2014,04/30/2014,03/31/2014,02/28/2014,01/31/2014,12/31/2013,11/29/2013,10/31/2013,09/30/2013,08/30/2013,07/31/2013,06/28/2013,05/31/2013,04/30/2013,03/29/2013,02/28/2013,01/31/2013,12/31/2012,11/30/2012,10/31/2012,09/28/2012,08/31/2012,07/31/2012,06/29/2012,05/31/2012,04/30/2012,03/30/2012,02/29/2012,01/31/2012,12/30/2011,11/30/2011,10/31/2011,09/30/2011,08/31/2011,07/29/2011,06/30/2011,05/31/2011,04/29/2011,03/31/2011,02/28/2011,01/31/2011,12/31/2010,11/30/2010,10/29/2010,09/30/2010,08/31/2010,07/30/2010,06/30/2010,05/31/2010,04/30/2010,03/31/2010,02/26/2010,01/29/2010,12/31/2009,11/30/2009,10/30/2009,09/30/2009,08/31/2009,07/31/2009,06/30/2009,05/29/2009,04/30/2009,03/31/2009,02/27/2009,01/30/2009,12/31/2008,11/28/2008,10/31/2008,09/30/2008,08/29/2008,07/31/2008,06/30/2008,05/30/2008,04/30/2008,03/31/2008,02/29/2008,01/31/2008,12/31/2007,11/30/2007,10/31/2007,09/28/2007,08/31/2007,07/31/2007,06/29/2007,05/31/2007,04/30/2007,03/30/2007,02/28/2007,01/31/2007,12/29/2006,11/30/2006,10/31/2006,09/29/2006,08/31/2006,07/31/2006,06/30/2006,05/31/2006,04/28/2006,03/31/2006,02/28/2006,01/31/2006,12/30/2005,11/30/2005,10/31/2005,09/30/2005,08/31/2005,07/29/2005,06/30/2005,05/31/2005,04/29/2005,03/31/2005,02/28/2005,01/31/2005,12/31/2004,11/30/2004,10/29/2004,09/30/2004,08/31/2004,07/30/2004,06/30/2004,05/31/2004,04/30/2004,03/31/2004,02/27/2004,01/30/2004,12/31/2003,11/28/2003,10/31/2003,09/30/2003,08/29/2003,07/31/2003,06/30/2003,05/30/2003,04/30/2003,03/31/2003,02/28/2003,01/31/2003,12/31/2002,11/29/2002,10/31/2002,09/30/2002,08/30/2002,07/31/2002,06/28/2002,05/31/2002,04/30/2002,03/29/2002,02/28/2002,01/31/2002,12/31/2001,11/30/2001,10/31/2001,09/28/2001,08/31/2001,07/31/2001,06/29/2001,05/31/2001,04/30/2001,03/30/2001,02/28/2001,01/31/2001,12/29/2000,11/30/2000,10/31/2000,09/29/2000,08/31/2000,07/31/2000,06/30/2000,05/31/2000,04/28/2000,03/31/2000,02/29/2000,01/31/2000,12/31/1999,11/30/1999,10/29/1999,09/30/1999,08/31/1999,07/30/1999,06/30/1999,05/31/1999,04/30/1999,03/31/1999,02/26/1999,01/29/1999,12/31/1998,11/30/1998,10/30/1998,09/30/1998,08/31/1998,07/31/1998,06/30/1998,05/29/1998,04/30/1998,03/31/1998,02/27/1998,01/30/1998,12/31/1997,11/28/1997,10/31/1997,09/30/1997,08/29/1997,07/31/1997,06/30/1997,05/30/1997,04/30/1997,03/31/1997,02/28/1997,01/31/1997,12/31/1996,11/29/1996,10/31/1996,09/30/1996,08/30/1996,07/31/1996,06/28/1996,05/31/1996,04/30/1996,03/29/1996,02/29/1996,01/31/1996,12/29/1995,11/30/1995,10/31/1995,09/29/1995,08/31/1995,07/31/1995,06/30/1995,05/31/1995,04/28/1995,03/31/1995,02/28/1995,01/31/1995,12/30/1994,11/30/1994,10/31/1994,09/30/1994,08/31/1994,07/29/1994,06/30/1994,05/31/1994,04/29/1994,03/31/1994,02/28/1994,01/31/1994,12/31/1993,11/30/1993,10/29/1993,09/30/1993,08/31/1993,07/30/1993,06/30/1993,05/31/1993,04/30/1993,03/31/1993,02/26/1993,01/29/1993,12/31/1992,11/30/1992,10/30/1992,09/30/1992,08/31/1992,07/31/1992,06/30/1992,05/29/1992,04/30/1992,03/31/1992,02/28/1992,01/31/1992,12/31/1991,11/29/1991,10/31/1991,09/30/1991,08/30/1991,07/31/1991,06/28/1991,05/31/1991,04/30/1991,03/29/1991,02/28/1991,01/31/1991,12/31/1990,11/30/1990,10/31/1990,09/28/1990,08/31/1990,07/31/1990,06/29/1990,05/31/1990,04/30/1990,03/30/1990,02/28/1990,01/31/1990,12/29/1989,11/30/1989,10/31/1989,09/29/1989,08/31/1989,07/31/1989,06/30/1989,05/31/1989,04/28/1989,03/31/1989,02/28/1989,01/31/1989,12/30/1988,11/30/1988,10/31/1988,09/30/1988,08/31/1988,07/29/1988,06/30/1988,05/31/1988,04/29/1988,03/31/1988,02/29/1988,01/29/1988,12/31/1987,11/30/1987,10/30/1987,09/30/1987,08/31/1987,07/31/1987,06/30/1987,05/29/1987,04/30/1987,03/31/1987,02/27/1987,01/30/1987,12/31/1986,11/28/1986,10/31/1986,09/30/1986,08/29/1986,07/31/1986,06/30/1986,05/30/1986,04/30/1986,03/31/1986,02/28/1986,01/31/1986,12/31/1985,11/29/1985,10/31/1985,09/30/1985,08/30/1985
MarketCap,"34,492,373,798","34,492,373,798","36,686,235,029","39,268,320,000","40,083,380,341","42,276,392,031","39,876,262,570","34,871,340,000","41,088,835,713","41,466,580,051","41,539,691,858","38,013,780,000","45,139,509,933","41,765,617,798","40,659,970,000","38,077,562,025","36,377,100,000","31,638,600,000","32,550,648,315","34,130,187,053","31,491,160,000","29,997,333,488","30,434,718,666","32,231,700,000","31,996,840,351","29,591,610,894","28,759,660,000","27,745,050,633","28,021,694,205","25,751,990,000","26,213,451,487","27,305,678,632","25,849,375,772","24,393,072,911","24,320,650,000","26,213,451,487","25,363,941,485","25,461,028,342","24,271,714,340","23,288,709,909","22,887,712,857","23,919,237,561","23,835,450,000","24,186,220,426","25,860,931,123","25,108,524,868","25,193,473,961","25,994,422,555","23,215,373,645","23,984,904,175","23,172,062,203","23,071,260,000","25,646,984,030","24,785,614,178","24,215,411,601","23,924,244,327","23,499,625,386","17,163,950,000","23,110,003,227","25,076,280,000","28,748,640,000","27,537,749,553","27,040,809,531","29,160,720,000","28,603,728,592","29,864,231,886","33,978,037,080","31,966,498,509","34,329,450,445","34,801,066,076","32,341,261,517","32,585,300,000","26,680,500,000","30,650,924,224","29,452,487,614","32,899,167,800","35,803,103,170","24,632,198,862","22,439,849,844","22,231,586,868","21,294,426,836","20,574,200,437","22,974,228,521","25,928,140,000","25,207,502,279","24,016,987,248","23,562,276,646","24,807,792,728","24,576,330,484","26,270,964,775","25,011,280,000","23,631,458,021","25,308,795,776","24,441,340,000","23,414,495,502","23,534,730,157","23,381,075,421","23,050,706,982","21,924,450,941","23,047,500,000","20,973,372,617","17,993,262,048","16,222,500,000","16,632,070,507","14,542,500,000","12,052,500,000","11,993,549,983","14,455,700,000","19,249,300,000","27,411,398,784","29,570,721,227","27,600,650,000","36,136,083,406","39,344,847,659","42,985,110,000","38,271,931,730","38,339,338,263","37,841,320,000","36,682,148,085","32,763,420,000","33,570,180,000","38,681,191,309","41,491,650,813","41,346,450,000","44,420,211,252","42,320,265,195","43,482,870,000","32,191,946,693","28,908,313,289","27,797,300,000","28,303,609,363","27,654,670,000","26,343,310,000","24,070,348,881","24,405,228,806","24,833,880,000","24,758,984,190","23,344,770,689","22,167,052,132","24,017,151,032","26,004,660,000","25,569,094,788","23,686,775,256","23,869,050,000","22,295,940,000","20,601,424,394","21,950,177,818","21,907,563,649","20,216,101,771","19,915,397,437","18,031,302,312","19,101,167,924","21,290,951,342","18,337,296,705","17,746,152,351","17,032,620,000","19,462,352,012","19,026,187,854","17,747,165,932","14,311,920,000","15,894,276,346","18,639,600,000","17,787,000,000","18,461,907,774","19,470,790,000","18,302,660,000","17,839,850,772","15,789,150,000","14,461,200,000","13,338,709,424","12,578,502,398","11,160,240,000","10,600,060,174","11,348,437,285","10,675,520,000","11,539,389,992","13,794,683,428","13,490,400,000","12,570,703,978","12,149,720,000","12,289,640,000","11,598,460,473","10,992,005,024","10,418,210,000","9,583,966,514","9,729,708,097","9,085,020,000","9,734,017,357","8,179,359,042","6,591,448,093","6,545,111,024","8,188,242,010","8,379,204,544","9,386,097,908","12,134,801,056","13,669,700,000","17,800,863,875","18,469,332,703","23,339,490,000","22,230,926,766","20,746,527,345","19,260,320,000","21,072,458,977","18,734,420,000","20,967,080,000","20,601,305,405","21,657,782,605","20,215,513,169","18,607,220,427","19,357,511,573","18,979,364,835","19,019,746,468","17,666,326,222","17,043,513,365","16,124,336,117","16,115,729,000","15,596,252,000","16,554,355,372","14,568,548,333","14,228,907,000","14,674,557,743","14,448,153,686","13,910,880,000","13,450,521,916","13,051,767,505","12,727,050,000","12,826,714,971","13,669,856,000","13,285,678,000","12,319,815,663","12,778,227,408","14,351,145,000","12,839,743,906","12,153,126,585","10,858,500,000","10,508,971,757","9,715,518,702","10,731,105,000","10,734,068,652","9,379,980,000","9,089,820,000","9,276,048,738","6,961,209,941","6,329,510,000","6,211,018,334","6,307,396,205","6,216,242,067","6,191,101,172","5,354,184,892","4,974,713,536","4,917,808,965","5,254,548,000","5,088,724,000","4,860,563,181","5,285,473,821","4,879,560,000","4,728,928,136","3,289,013,545","4,089,830,000","4,095,163,657","3,598,152,644","2,370,608,000","1,971,820,454","1,674,108,000","1,395,090,000","1,389,832,260","971,332,583","1,167,290,000","1,663,170,478","1,523,712,084","3,093,912,870","7,332,850,129","9,861,741,394","12,161,672,000","7,972,391,997","9,114,040,000","13,155,560,000","13,770,479,507","14,878,508,359","14,059,500,000","15,787,042,429","16,247,800,964","15,970,865,000","19,093,615,994","20,435,984,428","20,889,331,125","20,153,514,962","17,526,564,387","17,888,127,183","15,565,663,815","18,398,173,788","18,754,730,610","20,395,769,375","18,569,693,495","18,455,220,049","18,361,276,654","16,566,224,643","19,407,485,272","18,426,834,855","16,774,315,623","13,469,277,159","14,671,129,347","16,301,150,019","16,355,391,885","17,902,296,020","18,255,463,520","18,472,545,980","22,378,073,571","20,407,093,602","17,060,270,269","15,846,924,397","14,134,019,924","13,357,961,739","12,323,431,302","11,708,095,035","12,296,516,141","9,763,427,835","13,636,926,660","14,326,879,245","13,721,379,750","13,457,021,670","13,535,961,930","10,506,158,350","9,125,233,443","9,125,233,443","8,507,930,848","8,109,931,321","7,453,163,006","7,416,737,505","7,267,816,724","6,949,981,168","6,991,562,211","6,971,276,882","7,070,640,614","6,909,339,594","6,299,018,583","5,905,351,280","5,866,099,316","5,461,259,232","5,330,281,035","5,236,686,324","4,803,343,141","5,197,042,941","5,256,959,200","5,348,559,803","5,269,898,989","4,926,679,880","4,887,520,303","4,550,275,844","4,286,781,490","3,942,257,080","3,980,795,915","3,745,526,481","3,771,403,458","3,554,434,962","3,093,704,084","2,991,232,170","2,786,584,959","2,615,983,657","2,452,664,892","2,282,353,293","2,849,159,461","2,924,992,085","3,025,640,000","3,242,851,500","3,386,120,418","2,982,402,337","2,930,287,500","2,682,861,837","2,500,512,000","2,537,068,688","2,691,589,083","2,511,301,552","2,762,337,666","3,023,300,925","3,201,511,166","3,029,681,034","2,883,264,408","2,787,807,183","2,287,578,083","2,252,488,624","2,258,329,847","2,023,572,711","1,902,509,698","1,810,267,698","1,784,347,791","1,744,446,810","1,596,235,348","1,498,287,916","1,481,335,212","1,311,722,236","1,367,140,000","1,389,930,223","1,629,170,609","1,622,370,374","1,491,950,576","1,601,520,568","1,435,767,661","1,492,998,443","1,487,779,755","1,396,264,013","1,385,878,777","1,318,393,430","1,456,514,150","1,420,101,609","1,321,250,921","1,286,717,875","1,085,187,884","1,069,693,527","1,144,748,124","1,160,234,250","1,072,560,666","1,049,910,968","1,183,712,817","1,235,170,000","1,315,466,666","1,233,250,000","1,325,747,860","1,271,673,639","1,374,231,075","1,584,444,897","1,473,192,310","1,535,179,064","1,592,382,935","1,625,148,852","1,515,859,529","1,420,814,426","1,367,892,000","1,192,159,674","1,144,671,024","1,201,852,475","1,268,353,925","1,159,095,300","1,186,265,184","1,295,396,388","1,233,703,795","1,095,430,875","1,142,863,506","1,185,546,424","1,152,290,798","1,209,189,505","1,043,227,674","1,043,282,674","924,729,549","886,781,168","801,808,501","1,012,817,253","1,317,585,583","1,178,622,239","1,240,191,322","1,209,406,781","1,120,360,815","1,064,570,968","1,098,901,333","1,064,787,970","1,008,966,143","798,596,989","862,759,000","643,856,867","635,268,767","712,451,200","643,781,866","806,878,400","810,556,986","810,556,986","806,275,223","849,179,361","832,020,930","1,020,719,068","1,007,389,679","1,041,693,967","968,808,929","1,058,827,249"
EnterpriseValue,"57,304,373,798","57,304,373,798","59,498,235,029","61,851,320,000","62,666,380,341","64,859,392,031","62,459,262,570","57,488,340,000","63,705,835,713","64,083,580,051","63,396,691,858","59,870,780,000","66,996,509,933","63,818,617,798","62,712,970,000","60,130,562,025","58,560,100,000","53,821,600,000","54,733,648,315","56,198,187,053","53,559,160,000","52,065,333,488","52,577,718,666","54,374,700,000","54,139,840,351","51,856,610,894","51,024,660,000","50,010,050,633","50,369,694,205","48,099,990,000","48,561,451,487","49,653,678,632","48,197,375,772","46,741,072,911","46,668,650,000","48,561,451,487","47,711,941,485","47,809,028,342","46,619,714,340","45,139,709,909","44,738,712,857","45,770,237,561","45,686,450,000","46,037,220,426","47,711,931,123","46,959,524,868","47,044,473,961","47,845,422,555","45,326,373,645","46,095,904,175","45,283,062,203","45,182,260,000","47,757,984,030","46,896,614,178","46,326,411,601","46,035,244,327","45,554,625,386","39,218,950,000","45,165,003,227","47,121,280,000","50,793,640,000","49,582,749,553","49,085,809,531","50,663,720,000","50,106,728,592","51,367,231,886","57,248,037,080","55,236,498,509","56,610,450,445","57,082,066,076","54,622,261,517","54,843,300,000","48,938,500,000","52,908,924,224","50,492,487,614","53,939,167,800","56,843,103,170","45,220,198,862","43,027,849,844","42,819,586,868","41,330,426,836","40,610,200,437","43,010,228,521","45,825,140,000","45,104,502,279","43,913,987,248","44,920,276,646","46,165,792,728","45,934,330,484","47,456,964,775","46,197,280,000","44,817,458,021","48,640,795,776","47,773,340,000","46,746,495,502","48,176,730,157","48,023,075,421","47,692,706,982","46,566,450,941","48,288,500,000","46,214,372,617","42,641,262,048","40,870,500,000","41,280,070,507","38,929,500,000","36,439,500,000","36,380,549,983","38,042,700,000","42,836,300,000","50,998,398,784","53,157,721,227","50,802,650,000","59,338,083,406","62,546,847,659","65,135,110,000","60,421,931,730","60,489,338,263","59,291,320,000","58,132,148,085","53,402,420,000","54,209,180,000","59,320,191,309","62,130,650,813","56,776,450,000","59,850,211,252","57,750,265,195","55,268,870,000","43,977,946,693","39,806,313,289","38,695,300,000","39,201,609,363","37,653,670,000","36,342,310,000","34,069,348,881","34,404,228,806","35,079,880,000","35,004,984,190","33,590,770,689","32,076,052,132","33,926,151,032","35,901,660,000","35,466,094,788","33,583,775,256","33,766,050,000","32,192,940,000","29,119,424,394","30,468,177,818","30,265,563,649","28,574,101,771","28,273,397,437","25,626,302,312","26,696,167,924","28,885,951,342","26,170,296,705","25,579,152,351","24,865,620,000","27,851,352,012","27,415,187,854","26,136,165,932","22,700,920,000","24,038,276,346","26,783,600,000","25,931,000,000","26,647,907,774","27,656,790,000","26,488,660,000","26,152,850,772","24,102,150,000","22,774,200,000","20,833,709,424","20,073,502,398","18,655,240,000","17,517,060,174","18,265,437,285","17,592,520,000","18,520,389,992","20,775,683,428","20,471,400,000","18,979,703,978","18,558,720,000","18,698,640,000","18,235,460,473","17,629,005,024","17,055,210,000","16,008,966,514","16,154,708,097","15,510,020,000","16,390,017,357","14,835,359,042","13,247,448,093","12,985,111,024","14,628,242,010","14,819,204,544","15,773,097,908","18,521,801,056","20,056,700,000","23,815,863,875","24,484,332,703","29,354,490,000","27,874,926,766","26,390,527,345","24,904,320,000","27,273,458,977","24,935,420,000","27,168,080,000","26,940,005,405","27,996,482,605","26,293,013,169","24,684,720,427","25,435,011,573","25,006,264,835","25,046,646,468","23,693,226,222","22,697,413,365","21,778,236,117","21,769,629,000","21,939,152,000","22,897,255,372","20,911,448,333","20,711,807,000","21,157,457,743","20,931,053,686","20,393,780,000","19,764,021,916","19,365,267,505","19,040,550,000","18,942,614,971","19,785,756,000","19,646,278,000","18,680,415,663","19,138,827,408","20,711,745,000","19,286,843,906","18,600,226,585","17,305,600,000","17,048,871,757","16,255,418,702","17,271,005,000","17,766,068,652","16,411,980,000","16,121,820,000","17,243,048,738","14,928,209,941","14,296,510,000","14,940,318,334","15,036,696,205","14,945,542,067","15,461,501,172","14,624,584,892","14,245,113,536","14,581,608,965","14,918,348,000","14,752,524,000","14,342,563,181","14,767,473,821","14,361,560,000","14,471,328,136","13,031,413,545","13,832,230,000","16,628,563,657","16,131,552,644","14,904,008,000","14,428,820,454","14,131,108,000","13,852,090,000","14,984,032,260","14,565,532,583","14,761,490,000","15,481,670,478","15,342,212,084","16,513,712,870","20,752,650,129","23,281,541,394","22,822,572,000","18,633,291,997","19,774,940,000","23,816,460,000","24,634,379,507","25,742,408,359","23,166,300,000","24,893,842,429","25,354,600,964","24,682,565,000","27,805,315,994","29,147,684,428","33,731,031,125","32,995,214,962","30,368,264,387","30,342,927,183","28,020,463,815","30,852,973,788","29,318,430,610","30,959,469,375","29,133,393,495","29,018,920,049","28,613,076,654","26,818,024,643","29,659,285,272","28,144,934,855","26,492,415,623","23,187,377,159","24,053,229,347","25,683,250,019","25,737,491,885","26,368,696,020","26,721,863,520","26,938,945,980","30,695,673,571","28,724,693,602","25,377,870,269","23,255,524,397","21,542,619,924","20,766,561,739","19,600,131,302","18,984,795,035","19,573,216,141","16,679,027,835","20,552,526,660","21,242,479,245","20,031,079,750","19,766,721,670","19,845,661,930","15,866,458,350","14,485,533,443","14,485,533,443","13,797,430,848","13,399,431,321","12,742,663,006","12,397,637,505","12,248,716,724","11,930,881,168","11,602,862,211","11,582,576,882","11,681,940,614","11,661,039,594","11,050,718,583","10,657,051,280","10,478,399,316","10,073,559,232","9,942,581,035","9,611,186,324","9,177,843,141","9,495,342,941","9,555,259,200","9,646,859,803","8,546,898,989","8,203,679,880","8,164,520,303","7,799,575,844","7,536,081,490","7,191,557,080","6,867,995,915","6,632,726,481","6,658,603,458","6,441,634,962","5,614,204,084","5,511,732,170","5,307,084,959","4,877,683,657","4,714,364,892","4,065,853,293","4,632,659,461","4,708,492,085","4,809,140,000","4,826,551,500","4,969,820,418","4,566,102,337","4,891,787,500","4,644,361,837","4,462,012,000","2,537,068,688","2,691,589,083","2,511,301,552","2,762,337,666","3,023,300,925","3,201,511,166","3,029,681,034","2,883,264,408","2,787,807,183","2,287,578,083","2,252,488,624","2,258,329,847","2,023,572,711","1,902,509,698","1,810,267,698","1,784,347,791","1,744,446,810","1,596,235,348","1,498,287,916","1,481,335,212","1,311,722,236","1,367,140,000","1,389,930,223","1,629,170,609","1,622,370,374","1,491,950,576","1,601,520,568","1,435,767,661","1,492,998,443","1,487,779,755","1,396,264,013","1,385,878,777","1,318,393,430","1,456,514,150","1,420,101,609","1,321,250,921","1,286,717,875","1,085,187,884","1,069,693,527","1,144,748,124","1,160,234,250","1,072,560,666","1,049,910,968","1,183,712,817","1,235,170,000","1,315,466,666","1,233,250,000","1,325,747,860","1,271,673,639","1,374,231,075","1,584,444,897","1,473,192,310","1,535,179,064","1,592,382,935","1,625,148,852","1,515,859,529","1,420,814,426","1,367,892,000","1,192,159,674","1,144,671,024","1,201,852,475","1,268,353,925","1,159,095,300","1,186,265,184","1,295,396,388","1,233,703,795","1,095,430,875","1,142,863,506","1,185,546,424","1,152,290,798","1,209,189,505","1,043,227,674","1,043,282,674","924,729,549","886,781,168","801,808,501","1,012,817,253","1,317,585,583","1,178,622,239","1,240,191,322","1,209,406,781","1,120,360,815","1,064,570,968","1,098,901,333","1,064,787,970","1,008,966,143","798,596,989","862,759,000","643,856,867","635,268,767","712,451,200","643,781,866","806,878,400","810,556,986","810,556,986","806,275,223","849,179,361","832,020,930","1,020,719,068","1,007,389,679","1,041,693,967","968,808,929","1,058,827,249"
PeRatio,"17.234",,"18.024","19.659",,"21.159","19.957","22.367",,"26.586",,"26.008","30.883",,"26.944","25.226","36.512","31.756","32.671",,"27.305","25.989",,"27.947","27.726","143.294","139.353",,,,,,,,"105.526",,,"110.421",,,,,"178.636",,,,"188.727",,"159.417",,,"158.5",,,,,"27.282","19.93",,,,,,,,,,,,,,"10.815","8.855","10.169","10.25",,"12.227","12.66",,"11.43","9.821",,"10.595","55.07",,"50.965","46.721",,"48.738",,,,,,,,,,,,,,,,,,,,"61.19","87.048",,"13.114","17.153","18.676","20.496",,"18.282","17.385",,,"16.895",,"20.868","104.434",,"106.849","95.426",,"69.131","63.406","64.531","46.011","43.83",,"40.58","39.522",,"37.141",,"38.659","35.915",,"32.694","33.014","30.838","30.981","33.009",,"26.442","26.048",,"23.305","25.977",,"22.299","21.507",,"19.101","17.817","14.402",,,,,,,,,,,,,"34.865",,"35.154","47.465","56.742","55.516",,,"28.107","27.625",,"24.819","15.364","15.598","14.589",,"11.102","8.961",,,"6.407",,"8.848","9.979",,"15.118","19.014",,"19.505","18.121","25.729","22.836","25.557","26.907","28.287",,"27.928","29.054",,"57.745","53.636",,"49.036","49.073",,"69.4","61.075",,"107.087","105.435","101.565","55.122",,"52.171","40.698","44.981",,"35.246","36.557","41.066","35.619",,"30.159","35.404",,"36.173","104.611","93.389","90.5",,,,,,,"170.143","147.143","136.714",,,,,"255","235.5",,,,,,,,,,,,,,,,"14.061","18.911",,"9.251","10.587","15.281","10.561","11.411",,"13.178","13.563",,"16.281","17.426",,"21.385","20.067",,"24.23","28.639",,"36.558","33.285","33.086","81.496",,"86.153","116.146","105.73","84.898","259.615",,"289.42","242.644",,"250.373","191.9","174.998","146.298",,,"97.464","48.836",,"48.729","32.394","45.246","47.535",,"35.745","35.955",,,"27.404",,"22.341","20.532",,"19.891","19.021",,"20.56","20.853","20.502","18.691","17.523",,"12.441","12.143",,"11.05",,"11.88","12.087",,"11.474","11.383",,"12.727","11.704",,"13.315","13.407","12.636","12.735",,"11.471","12.61","11.842",,"24.145","24.788","25.641","24.702",,"22.718","31.25",,"26.667","14.401","15.278","14.254","11.742",,"13.609","12.553",,"11.551","11.979","11.795","11.826",,,"15.576","16.72",,"14.957","16.238","16.054","14.216",,"13.034","15.278",,"14.896","15.99",,"14.236","14.186",,"16.36",,"18.817","18.347",,"19.213","16.204","15.972","28.906","29.297",,"17.709","19.965",,"28.07","26.316",,"25.834","27.917",,"214.583","223.612",,,,,,,,,,,,,,"53.472",,"57.871","31.641",,"28.646","38.195",,"32.465",,,,,,,,,,,,,,"312.503","308.335",,"62.501","78.335",,"43.75","43.519","25.781","25.261","30.989",,"29.78","27.696",
ForwardPeRatio,"16.051",,"16.807","18.018",,"19.38","18.939","16.556",,"21.739",,"20.833","26.316",,"24.45","21.277","21.097","19.048","19.608",,"20.492","20.408",,"21.978","21.787","21.008","20.408",,,,,,,,"15.898",,,"16.639",,,,,"16.313",,,,"19.231",,"18.762",,,"18.657",,,,,"18.727","13.736",,"19.493","22.173",,"19.011","21.053",,"24.331",,"26.882","26.738",,"23.981","24.039","19.685","22.727","22.124",,"32.468","38.462",,"40.161","32.363",,"41.494","28.409",,"26.81","26.042",,"33.223","36.9","35.211","27.397",,"26.042","25.974","26.455",,"24.39","22.779","23.585","26.738",,"21.598","16.529",,"11.82","10.707",,"18.692","25.189",,"24.039","30.212","32.895","35.971",,"34.722","35.088",,,"44.444",,"35.842","35.714",,"35.211","40",,"27.548","26.455","29.07","28.571","30.675",,"27.027","27.624",,"24.39",,"25.51","35.842",,"23.365","20.576","21.834","19.802","23.256",,"19.646","17.986",,"18.519","20.492",,"17.637","18.248",,"19.121","18.762","14.948","15.528",,"16.502","17.182",,"18.45","17.391","20.833","18.904","17.668",,,,,,,"14.006",,,,,"14.286",,,,,,,"11.312","9.132",,,,,,,,"14.368",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"1.803",,"1.887","1.478",,"1.59","1.553","1.359",,"1.783",,"1.982","2.501",,"2.329","2.136","2.12","1.914","1.969",,"2.04","2.182",,"2.488","2.468","2.378","2.313",,,,,,,,"0.74",,,"0.775",,,,,"0.74",,,,"0.872",,"0.851",,,"0.876",,,,,"0.879","0.742",,,,,,,,,,,,,,,,,,,,,,,,,,"12.245",,"11.541","8.914",,"1.847","2.054","1.957","1.521",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.323",,"1.439","1.436",,"1.416","1.607",,"0.899","0.865","5.652","5.541","5.952",,"0.873","0.892",,"0.788",,"0.825","1.156",,"0.754","0.673",,,,,,,,"1.362","1.263",,"0.833","0.899",,"1.134","1.878","1.496","1.553",,"1.1","1.374",,"1.476","1.159","1.667","1.511","1.413",,,,,,,"1.121",,,,,"1.587",,,,,,,"5.656","4.565",,,,,,,,"2.052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
